athlete,fis_code,date,location,nation,category,discipline,rank,fis_points,cup_points
우수빈,229485,2023-03-17,Horseshoe Resort,,National Junior Championships,Snowboard Cross,1,110.00,
우수빈,229485,2023-03-16,Horseshoe Resort,,Nor-Am Cup,Snowboard Cross,1,160.00,100.00
우수빈,229485,2023-03-15,Horseshoe Resort,,Nor-Am Cup,Snowboard Cross,1,160.00,100.00
김건희,261977,2023-03-12,Sapporo Bankei,,FIS,Halfpipe,13,22.40,
정동현,93945,2023-03-07,Yongpyong Resort,,FIS,Slalom,1,23.32,
정동현,93945,2023-03-06,Yongpyong Resort,,FIS,Giant Slalom,1,38.82,
정동현,93945,2023-03-05,Yongpyong Resort,,FIS,Giant Slalom,1,36.50,
이동헌,239111,2023-03-04,Bakuriani,,World Championships,Big Air,34,43.20,
이승훈,235622,2023-03-04,Bakuriani,,World Championships,Freeski Halfpipe,11,147.20,
장유진,203633,2023-03-04,Bakuriani,,World Championships,Freeski Halfpipe,12,35.40,
김다은,235623,2023-03-04,Bakuriani,,World Championships,Freeski Halfpipe,10,114.20,
이나윤,212759,2023-03-03,Bakuriani,,World Championships,Halfpipe,14,65.40,
이채운,239112,2023-03-03,Bakuriani,,World Championships,Halfpipe,1,1000.00,
정동현,93945,2023-03-03,Sugadairakogen,,Far East Cup,Slalom,DNF1,,
정동현,93945,2023-03-02,Sugadairakogen,,Far East Cup,Slalom,1,15.00,100
이동헌,239111,2023-03-02,Bakuriani,,Qualification,Big Air,17,,
이채운,239112,2023-03-01,Bakuriani,,Qualification,Halfpipe,7,,
이나윤,212759,2023-03-01,Bakuriani,,Qualification,Halfpipe,14,,
김다은,235623,2023-03-01,Bakuriani,,Qualification,Freeski Halfpipe,10,,
장유진,203633,2023-03-01,Bakuriani,,Qualification,Freeski Halfpipe,12,,
이승훈,235622,2023-03-01,Bakuriani,,Qualification,Freeski Halfpipe,11,,
이동헌,239111,2023-02-27,Bakuriani,,World Championships,Slopestyle,30,84.60,
이동헌,239111,2023-02-24,Bakuriani,,Qualification,Slopestyle,15,,
신영섭,233691,2023-02-24,Yongpyong,,National Championships,Freeski Big Air,4,26.70,
문희성,239278,2023-02-24,Yongpyong,,National Championships,Freeski Big Air,9,8.10,
이지오,261333,2023-02-24,Yongpyong,,National Championships,Big Air,4,24.80,
유승은,261339,2023-02-24,Yongpyong,,National Championships,Big Air,1,10.00,
유승은,261339,2023-02-23,Yongpyong,,National Championships,Slopestyle,1,10.00,
이지오,261333,2023-02-23,Yongpyong,,National Championships,Slopestyle,3,30.90,
문희성,239278,2023-02-23,Yongpyong,,National Championships,Freeski Slopestyle,10,4.40,
신영섭,233691,2023-02-23,Yongpyong,,National Championships,Freeski Slopestyle,8,9.60,
최가온,264594,2023-02-16,Mammoth Mountain,,FIS,Halfpipe,1,60.00,
이지오,261333,2023-02-14,Pheonix PyeongChang,,National Championships,Halfpipe,1,10.00,
김다은,235623,2023-02-14,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,1,90.00,
장유진,203633,2023-02-14,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,2,63.30,
이승훈,235622,2023-02-14,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,1,50.00,
문희성,239278,2023-02-14,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,5,17.60,
신영섭,233691,2023-02-14,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,6,12.30,
유승은,261339,2023-02-14,Pheonix PyeongChang,,National Championships,Halfpipe,1,10.00,
이지오,261333,2023-02-13,Pheonix PyeongChang,,FIS,Halfpipe,1,10.00,
신영섭,233691,2023-02-13,Pheonix PyeongChang,,FIS,Freeski Halfpipe,5,19.10,
김다은,235623,2023-02-13,Pheonix PyeongChang,,FIS,Freeski Halfpipe,1,90.00,
유승은,261339,2023-02-13,Pheonix PyeongChang,,FIS,Halfpipe,1,10.00,
장유진,203633,2023-02-13,Pheonix PyeongChang,,FIS,Freeski Halfpipe,2,66.80,
문희성,239278,2023-02-13,Pheonix PyeongChang,,FIS,Freeski Halfpipe,3,31.70,
이승훈,235622,2023-02-13,Pheonix PyeongChang,,FIS,Freeski Halfpipe,1,50.00,
이동헌,239111,2023-02-10,"Aspen Snowmass, CO",,Nor-Am Cup,Slopestyle,7,83.60,36.00
이채운,239112,2023-02-10,Calgary,,World Cup,Halfpipe,4,457.20,50.00
이나윤,212759,2023-02-10,Calgary,,World Cup,Halfpipe,6,247.70,40.00
이채운,239112,2023-02-09,Calgary,,Qualification,Halfpipe,2,,
이나윤,212759,2023-02-09,Calgary,,Qualification,Halfpipe,7,,
김건희,261977,2023-02-09,"Aspen Snowmass, CO",,Nor-Am Cup,Halfpipe,9,27.50,29.00
이채운,239112,2023-02-04,Mammoth Mountain,,World Cup,Halfpipe,4,460.30,50.00
이나윤,212759,2023-02-04,Mammoth Mountain,,World Cup,Halfpipe,18,55.60,13.00
장유진,203633,2023-02-03,Mammoth Mountain,,World Cup,Freeski Halfpipe,13,73.80,20.00
이승훈,235622,2023-02-03,Mammoth Mountain,,World Cup,Freeski Halfpipe,19,117.80,12.00
김다은,235623,2023-02-03,Mammoth Mountain,,World Cup,Freeski Halfpipe,8,255.80,32.00
이나윤,212759,2023-02-02,Mammoth Mountain,,Qualification,Halfpipe,18,,
장선웅,270266,2023-02-02,Whistler,,FIS Junior World Ski Championships,Normal Hill HS104,40,,
이채운,239112,2023-02-02,Mammoth Mountain,,Qualification,Halfpipe,4,,
장유진,203633,2023-02-01,Mammoth Mountain,,Qualification,Freeski Halfpipe,13,,
이승훈,235622,2023-02-01,Mammoth Mountain,,Qualification,Freeski Halfpipe,19,,
김다은,235623,2023-02-01,Mammoth Mountain,,Qualification,Freeski Halfpipe,7,,
문희성,239278,2023-01-31,Yongpyong,,FIS,Freeski Slopestyle,4,25.60,
신영섭,233691,2023-01-31,Yongpyong,,FIS,Freeski Slopestyle,11,0.10,
문희성,239278,2023-01-30,Yongpyong,,FIS,Freeski Big Air,6,14.20,
신영섭,233691,2023-01-30,Yongpyong,,FIS,Freeski Big Air,3,31.70,
김건희,261977,2023-01-27,Copper Mountain Resort,,Nor-Am Cup,Halfpipe,14,20.80,18.00
신영섭,233691,2023-01-24,Copper Mountain Resort,,Nor-Am Cup,Freeski Slopestyle,46,10.90,
최흥철,10064,2023-01-22,Sapporo,,Qualification,Large Hill HS137,56,,
이나윤,212759,2023-01-21,Laax,,World Cup,Halfpipe,19,41.10,12.00
장유진,203633,2023-01-21,Calgary,,World Cup,Freeski Halfpipe,11,97.50,24.00
김다은,235623,2023-01-21,Calgary,,World Cup,Freeski Halfpipe,8,230.50,32.00
이채운,239112,2023-01-21,Laax,,World Cup,Halfpipe,5,488.80,45.00
김다은,235623,2023-01-20,Calgary,,Qualification,Freeski Halfpipe,8,,
장유진,203633,2023-01-20,Calgary,,Qualification,Freeski Halfpipe,11,,
이채운,239112,2023-01-19,Laax,,Qualification,Halfpipe,5,,
장유진,203633,2023-01-19,Calgary,,World Cup,Freeski Halfpipe,12,102.20,22.00
김다은,235623,2023-01-19,Calgary,,Qualification,Freeski Halfpipe,7,,
김다은,235623,2023-01-19,Calgary,,World Cup,Freeski Halfpipe,8,255.80,32.00
장유진,203633,2023-01-19,Calgary,,Qualification,Freeski Halfpipe,12,,
이나윤,212759,2023-01-19,Laax,,Qualification,Halfpipe,19,,
김다은,235623,2022-12-17,Copper Mountain,,World Cup,Freeski Halfpipe,11,97.50,24.00
장유진,203633,2022-12-17,Copper Mountain,,World Cup,Freeski Halfpipe,DNS,,
이승훈,235622,2022-12-17,Copper Mountain,,World Cup,Freeski Halfpipe,19,129.90,12.00
윤신이,258758,2022-12-17,Alpe d'Huez,,World Cup,Dual Moguls,25,60.00,6.00
이나윤,212759,2022-12-16,Copper Mountain,,World Cup,Halfpipe,15,111.90,16.00
이채운,239112,2022-12-16,Copper Mountain,,World Cup,Halfpipe,8,337.70,32.00
윤신이,258758,2022-12-16,Alpe d'Huez,,World Cup,Moguls,21,100.00,10.00
신영섭,233691,2022-12-16,Copper Mountain,,World Cup,Freeski Big Air,44,35.20,
장유진,203633,2022-12-15,Copper Mountain,,Qualification,Freeski Halfpipe,DNS,,
김다은,235623,2022-12-15,Copper Mountain,,Qualification,Freeski Halfpipe,11,,
윤신이,258758,2022-12-15,Alpe d'Huez,,Qualification,Moguls,21,,
이승훈,235622,2022-12-15,Copper Mountain,,Qualification,Freeski Halfpipe,9,,
이나윤,212759,2022-12-14,Copper Mountain,,Qualification,Halfpipe,15,,
신영섭,233691,2022-12-14,Copper Mountain,,Qualification,Freeski Big Air,20,,
윤신이,258758,2022-12-11,Idre Fjäll,,World Cup,Dual Moguls,25,60.00,6.00
윤신이,258758,2022-12-10,Idre Fjäll,,World Cup,Moguls,29,36.00,2.00
윤신이,258758,2022-12-09,Idre Fjäll,,Qualification,Moguls,29,,
이지오,261333,2022-10-08,Cardrona Alpine Resort,,Australian New Zealand Cup,Big Air,8,15.10,32.00
이지오,261333,2022-10-08,Cardrona Alpine Resort,,Australian New Zealand Cup,Halfpipe,3,10.40,60.00
이지오,261333,2022-10-07,Cardrona Alpine Resort,,Australian New Zealand Cup,Slopestyle,13,30.10,20.00
이지오,261333,2022-09-02,Cardrona,,Australian New Zealand Cup,Slopestyle,30,9.90,1.00
이승훈,235622,2022-09-02,Cardrona,,Australian New Zealand Cup,Freeski Slopestyle,23,11.20,8.00
신영섭,233691,2022-09-02,Cardrona,,Australian New Zealand Cup,Freeski Slopestyle,15,25.00,16.00
유승은,261339,2022-09-02,Cardrona,,Australian New Zealand Cup,Slopestyle,5,45.70,45.00
이지오,261333,2022-09-01,Cardrona,,Australian New Zealand Cup,Halfpipe,13,13.60,20.00
이나윤,212759,2022-09-01,Cardrona,,Australian New Zealand Cup,Halfpipe,4,25.50,50.00
신영섭,233691,2022-09-01,Cardrona,,Australian New Zealand Cup,Freeski Halfpipe,17,9.00,14.00
김건희,261977,2022-09-01,Cardrona,,Australian New Zealand Cup,Halfpipe,6,57.40,40.00
최가온,264594,2022-09-01,Cardrona,,Australian New Zealand Cup,Halfpipe,1,120.00,100.00
이승훈,235622,2022-09-01,Cardrona,,Australian New Zealand Cup,Freeski Halfpipe,8,72.90,32.00
김다은,235623,2022-09-01,Cardrona,,Australian New Zealand Cup,Freeski Halfpipe,5,110.30,45.00
문희성,239278,2022-09-01,Cardrona,,Australian New Zealand Cup,Freeski Halfpipe,19,0.20,12.00
장선웅,270266,2022-08-21,Szczyrk,,FIS Cup,Normal Hill HS107,73,,
장선웅,270266,2022-08-20,Szczyrk,,FIS Cup,Normal Hill HS107,NPS,,
장선웅,270266,2022-08-13,Frenstat pod Radhostem,,FIS Cup,Normal Hill HS106,55,,
장선웅,270266,2022-08-12,Frenstat pod Radhostem,,FIS Cup,Normal Hill HS106,55,,
김건희,261977,2022-03-20,Laax,,European Cup Premium,Halfpipe,8,94.50,64.00
이승훈,235622,2022-03-20,Laax,,European Cup Premium,Freeski Halfpipe,2,114.70,160.00
김다은,235623,2022-03-20,Laax,,European Cup Premium,Freeski Halfpipe,2,142.30,160.00
신영섭,233691,2022-03-13,Leysin,,FIS Junior World Ski Championships,Freeski Slopestyle,53,2.30,
문희성,239278,2022-03-08,Leysin,,FIS Junior World Ski Championships,Freeski Halfpipe,19,7.10,
김건희,261977,2022-03-08,Leysin,,FIS Junior World Championships,Halfpipe,17,17.00,
최가온,264594,2022-03-08,Leysin,,FIS Junior World Championships,Halfpipe,1,240.00,
김다은,235623,2022-03-08,Leysin,,FIS Junior World Ski Championships,Freeski Halfpipe,1,240.00,
이승훈,235622,2022-03-08,Leysin,,FIS Junior World Ski Championships,Freeski Halfpipe,4,135.90,
최가온,264594,2022-02-28,Copper Mountain Resort,,Nor-Am Cup,Halfpipe,1,120.00,100.00
최가온,264594,2022-02-27,Copper Mountain Resort,,Nor-Am Cup,Halfpipe,1,120.00,100.00
문희성,239278,2022-02-25,Yongpyong resort,,FIS,Moguls,DNS,,
신영섭,233691,2022-02-25,Yongpyong resort,,FIS,Moguls,DNS,,
이승훈,235622,2022-02-19,Beijing,,Olympic Winter Games,Freeski Halfpipe,16,95.50,
김다은,235623,2022-02-18,Beijing,,Olympic Winter Games,Freeski Halfpipe,17,48.20,
장유진,203633,2022-02-18,Beijing,,Olympic Winter Games,Freeski Halfpipe,20,0.60,
이승훈,235622,2022-02-17,Beijing,,Qualification,Freeski Halfpipe,16,,
김다은,235623,2022-02-17,Beijing,,Qualification,Freeski Halfpipe,17,,
장유진,203633,2022-02-17,Beijing,,Qualification,Freeski Halfpipe,20,,
신영섭,233691,2022-02-15,Yongpyong Resort,,National Championships,Freeski Big Air,3,29.90,
문희성,239278,2022-02-15,Yongpyong Resort,,National Championships,Freeski Big Air,DNS,,
신영섭,233691,2022-02-15,Yongpyong Resort,,National Championships,Freeski Slopestyle,4,22.10,
이지오,261333,2022-02-14,Yongpyong Resort,,National Championships,Slopestyle,7,11.60,
유승은,261339,2022-02-14,Yongpyong Resort,,National Championships,Big Air,1,10.00,
이지오,261333,2022-02-14,Yongpyong Resort,,National Championships,Big Air,5,20.10,
최가온,264594,2022-02-14,Aspen / Buttermilk,,Nor-Am Cup,Halfpipe,1,120.00,100.00
유승은,261339,2022-02-14,Yongpyong Resort,,National Championships,Slopestyle,1,10.00,
이지오,261333,2022-02-11,Phoenix Pyeongchang,,National Championships,Halfpipe,3,34.00,
문희성,239278,2022-02-11,Pheonix PyeongChang,,National Championships,Freeski Halfpipe,2,39.00,
유승은,261339,2022-02-11,Phoenix Pyeongchang,,National Championships,Halfpipe,2,4.90,
김건희,261977,2022-02-11,Phoenix Pyeongchang,,National Championships,Halfpipe,6,7.20,
신영섭,233691,2022-02-10,Pheonix PyeongChang,,FIS,Freeski Halfpipe,6,12.30,
이나윤,212759,2022-02-10,Beijing,,Olympic Winter Games,Halfpipe,20,27.20,
문희성,239278,2022-02-10,Pheonix PyeongChang,,FIS,Freeski Halfpipe,2,39.60,
유승은,261339,2022-02-09,Phoenix Pyeongchang,,FIS,Halfpipe,1,10.00,
김건희,261977,2022-02-09,Phoenix Pyeongchang,,FIS,Halfpipe,2,45.90,
이나윤,212759,2022-02-09,Beijing,,Qualification,Halfpipe,20,,
문희성,239278,2022-02-08,Yongpyong Resort,,FIS,Freeski Slopestyle,4,23.70,
문희성,239278,2022-02-08,Yongpyong Resort,,FIS,Freeski Big Air,6,12.30,
신영섭,233691,2022-02-08,Yongpyong Resort,,FIS,Freeski Slopestyle,7,7.80,
신영섭,233691,2022-02-08,Yongpyong Resort,,FIS,Freeski Big Air,2,39.60,
김건희,261977,2022-02-07,Yongpyong Resort,,FIS,Big Air,7,12.80,
유승은,261339,2022-02-07,Yongpyong Resort,,FIS,Big Air,1,10.00,
유승은,261339,2022-02-07,Yongpyong Resort,,FIS,Slopestyle,1,10.00,
최가온,264594,2022-01-28,Mammoth Mountain Ski Resort,,Nor-Am Cup,Halfpipe,1,120.00,100.00
최가온,264594,2022-01-21,Mammoth Mountain Ski Resort,,FIS,Halfpipe,1,80.00,
최가온,264594,2022-01-19,Mammoth Mountain Ski Resort,,FIS,Slopestyle,2,41.00,
이나윤,212759,2022-01-15,Laax,,World Cup,Halfpipe,28,0.40,3.00
이나윤,212759,2022-01-13,Laax,,Qualification,Halfpipe,28,,
이나윤,212759,2022-01-08,Mammoth Mountain,,World Cup,Halfpipe,26,0.40,5.00
이나윤,212759,2022-01-06,Mammoth Mountain,,Qualification,Halfpipe,26,,
장유진,203633,2022-01-01,Calgary,,Qualification,Freeski Halfpipe,10,,
장유진,203633,2022-01-01,Calgary,,World Cup,Freeski Halfpipe,10,245.60,26.00
장유진,203633,2021-12-30,Calgary,,Qualification,Freeski Halfpipe,14,,
장유진,203633,2021-12-30,Calgary,,World Cup,Freeski Halfpipe,14,153.80,18.00
이나윤,212759,2021-12-11,Copper Mountain,,World Cup,Halfpipe,26,62.20,5.00
이승훈,235622,2021-12-10,Copper Mountain,,World Cup,Freeski Halfpipe,22,134.80,9.00
김다은,235623,2021-12-10,Copper Mountain,,World Cup,Freeski Halfpipe,22,84.60,9.00
장유진,203633,2021-12-10,Copper Mountain,,World Cup,Freeski Halfpipe,16,146.70,15.00
이나윤,212759,2021-12-09,Copper Mountain,,Qualification,Halfpipe,11,,
장유진,203633,2021-12-08,Copper Mountain,,Qualification,Freeski Halfpipe,16,,
김다은,235623,2021-12-08,Copper Mountain,,Qualification,Freeski Halfpipe,22,,
이승훈,235622,2021-12-08,Copper Mountain,,Qualification,Freeski Halfpipe,12,,
장유진,203633,2021-03-21,Aspen,,World Cup,Freeski Halfpipe,13,142.50,20.00
이나윤,212759,2021-03-21,Aspen,,World Cup,Halfpipe,20,57.42,11.00
김다은,235623,2021-03-19,Krasnoyarsk,,FIS Junior World Ski Championships,Freeski Halfpipe,3,124.73,
장유진,203633,2021-03-19,Aspen,,Qualification,Freeski Halfpipe,13,,
이승훈,235622,2021-03-19,Krasnoyarsk,,FIS Junior World Ski Championships,Freeski Halfpipe,2,45.88,
이승훈,235622,2021-03-18,Krasnoyarsk,,Qualification,Freeski Halfpipe,2,,
김다은,235623,2021-03-18,Krasnoyarsk,,Qualification,Freeski Halfpipe,4,,
장유진,203633,2021-03-12,Aspen,,World Championships,Freeski Halfpipe,12,84.28,
장유진,203633,2021-03-10,Aspen,,Qualification,Freeski Halfpipe,12,,
신영섭,233691,2021-02-15,Phoenix Pyeongchang,,National Championships,Freeski Slopestyle,3,0.04,
이승훈,235622,2021-02-10,Phoenix Pyeongchang,,National Championships,Freeski Halfpipe,1,50.00,
김다은,235623,2021-02-10,Phoenix Pyeongchang,,National Championships,Freeski Halfpipe,1,50.00,
문희성,239278,2021-02-10,Phoenix Pyeongchang,,National Championships,Freeski Halfpipe,4,22.09,
이승훈,235622,2021-02-09,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,1,50.00,
문희성,239278,2021-02-09,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,5,15.46,
김다은,235623,2021-02-09,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,1,50.00,
신영섭,233691,2021-02-02,Phoenix Pyeongchang,,FIS,Freeski Big Air,2,7.03,
신영섭,233691,2021-02-01,Phoenix Pyeongchang,,FIS,Freeski Slopestyle,4,3.26,
문희성,239278,2021-02-01,Phoenix Pyeongchang,,FIS,Freeski Slopestyle,5,1.55,
문희성,239278,2021-01-27,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,2,14.83,
김다은,235623,2021-01-27,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,1,50.00,
신영섭,233691,2021-01-27,Phoenix Pyeongchang,,FIS,Freeski Halfpipe,3,10.39,
김다은,235623,2021-01-26,Phoenix Pyeongchang,,FIS,Freeski Big Air,1,50.00,
신영섭,233691,2021-01-26,Phoenix Pyeongchang,,FIS,Freeski Big Air,1,20.00,
문희성,239278,2021-01-26,Phoenix Pyeongchang,,FIS,Freeski Big Air,5,4.97,
신영섭,233691,2021-01-25,Phoenix Pyeongchang,,FIS,Freeski Slopestyle,2,7.64,
문희성,239278,2021-01-25,Phoenix Pyeongchang,,FIS,Freeski Slopestyle,5,2.48,
장유진,203633,2020-02-21,"Calgary, AB",,Nor-Am Cup,Freeski Halfpipe,3,300.00,60.00
신영섭,233691,2020-02-18,Pyeongchang,,National Championships,Freeski Halfpipe,4,25.00,
문희성,239278,2020-02-18,Pyeongchang,,National Championships,Freeski Halfpipe,6,20.00,
이승훈,235622,2020-02-18,Pyeongchang,,National Championships,Freeski Halfpipe,1,50.00,
장유진,203633,2020-02-14,Calgary,,World Cup,Freeski Halfpipe,12,220.00,22.00
장유진,203633,2020-02-12,Calgary,,Qualification,Freeski Halfpipe,12,,
이승훈,235622,2020-02-12,Pyeongchang,,Asian Cup,Freeski Halfpipe,1,50.00,
신영섭,233691,2020-02-12,Pyeongchang,,Asian Cup,Freeski Halfpipe,3,30.00,
이승훈,235622,2020-02-04,Pyeongchang,,FIS,Freeski Halfpipe,1,50.00,
신영섭,233691,2020-02-04,Pyeongchang,,FIS,Freeski Halfpipe,2,40.00,
이승훈,235622,2020-01-31,Pyeongchang,,FIS,Freeski Big Air,2,40.00,
신영섭,233691,2020-01-14,Pyeongchang,,FIS,Freeski Slopestyle,9,14.50,
신영섭,233691,2019-10-02,Cardrona,,Australian New Zealand Cup,Freeski Halfpipe,7,18.00,36.00
